Win,Month,Day,Year,Weekday,Time,RoadTeam,Locale,HomeTeam,Conference,RoadTeamPoints,OT
0,Jan,3,2015,Sat,4:00 pm/est,Boston College,@,Duke (2),ACC,62,
0,Feb,17,2018,Sat,8:00 pm/est,Rutgers,@,Maryland,Big Ten,51,
1,Jan,28,2017,Sat,12:00 pm/est,Clemson,@,Pittsburgh,ACC,67,
0,Jan,15,2017,Sun,1:30 pm/est,Michigan State,@,Ohio State,Big Ten,67,
1,Feb,11,2015,Wed,7:00 pm/est,Syracuse,@,Boston College,ACC,70,
0,Feb,6,2018,Tue,7:00 pm/est,South Carolina,@,Arkansas,SEC,65,
0,Feb,25,2017,Sat,4:00 pm/est,Mississippi State,@,Vanderbilt,SEC,48,
0,Feb,18,2017,Sat,8:00 pm/est,Oklahoma,@,Oklahoma State,Big 12,92,
0,Mar,1,2017,Wed,7:00 pm/est,Arkansas,@,Florida (12),SEC,65,
0,Mar,1,2016,Tue,8:00 pm/est,Georgia Tech,@,Louisville (11),ACC,53,
0,Feb,17,2016,Wed,6:30 pm/est,Iowa,@,Penn State,Big Ten,75,
0,Jan,22,2018,Mon,7:00 pm/est,Iowa State,@,Texas,Big 12,57,
1,Jan,27,2018,Sat,12:00 pm/est,NC State,@,North Carolina (10),ACC,95,OT
0,Feb,24,2016,Wed,11:00 pm/est,Washington,@,Oregon State,Pac-12,81,
0,Jan,21,2015,Wed,7:00 pm/est,Marquette,@,St. John's (NY),Big East,57,
1,Feb,12,2018,Mon,9:00 pm/est,Baylor,@,Texas,Big 12,74,2OT
0,Jan,29,2017,Sun,4:30 pm/est,Purdue,@,Nebraska,Big Ten,80,
1,Mar,3,2015,Tue,9:00 pm/est,NC State,@,Clemson,ACC,66,
0,Jan,10,2015,Sat,12:00 pm/est,Ohio State,@,Indiana,Big Ten,66,
0,Mar,3,2016,Thu,11:00 pm/est,Stanford,@,Arizona State,Pac-12,64,
0,Feb,21,2018,Wed,6:30 pm/est,Georgia,@,South Carolina,SEC,57,
0,Feb,28,2017,Tue,9:00 pm/est,Pittsburgh,@,Georgia Tech,ACC,52,
1,Feb,20,2016,Sat,2:00 pm/est,Marquette,@,DePaul,Big East,73,
0,Jan,30,2018,Tue,7:00 pm/est,North Carolina,@,Clemson (20),ACC,78,
0,Mar,5,2016,Sat,12:00 pm/est,NC State,@,Notre Dame,ACC,75,
1,Feb,11,2017,Sat,8:00 pm/est,South Carolina,@,Mississippi State,SEC,77,
1,Feb,12,2015,Thu,7:00 pm/est,Purdue,@,Rutgers,Big Ten,61,
0,Feb,11,2017,Sat,4:00 pm/est,Butler,@,Providence,Big East,65,
1,Mar,3,2015,Tue,7:00 pm/est,Georgetown,@,Butler (21),Big East,60,
0,Feb,3,2015,Tue,9:00 pm/est,Florida,@,Vanderbilt,SEC,61,
0,Feb,4,2017,Sat,1:00 pm/est,Pittsburgh,@,Duke (21),ACC,64,
0,Jan,22,2015,Thu,7:00 pm/est,Xavier,@,Providence,Big East,66,OT
1,Mar,7,2015,Sat,4:00 pm/est,South Carolina,@,Tennessee,SEC,60,
0,Jan,29,2015,Thu,2:00 pm/est,DePaul,@,Providence,Big East,72,
0,Jan,30,2016,Sat,3:00 pm/est,Washington,@,Southern California,Pac-12,88,
0,Feb,14,2016,Sun,1:00 pm/est,Pittsburgh,@,North Carolina (9),ACC,64,
1,Feb,4,2017,Sat,12:00 pm/est,Purdue,@,Maryland (17),Big Ten,73,
0,Feb,11,2015,Wed,8:00 pm/est,TCU,@,Texas,Big 12,43,
0,Jan,24,2018,Wed,7:00 pm/est,Boston College,@,Syracuse,ACC,63,
0,Jan,6,2018,Sat,12:00 pm/est,Xavier,@,Providence,Big East,72,
0,Jan,26,2016,Tue,6:30 pm/est,Creighton,@,Georgetown,Big East,73,
1,Jan,24,2015,Sat,10:30 pm/est,Arizona,@,University of California,Pac-12,73,
1,Feb,15,2015,Sun,5:30 pm/est,Arizona State,@,Washington,Pac-12,78,
0,Jan,3,2018,Wed,7:00 pm/est,Syracuse,@,Wake Forest,ACC,67,
0,Dec,31,2014,Wed,2:30 pm/est,Butler,@,Villanova (6),Big East,55,
0,Jan,15,2018,Mon,9:00 pm/est,Oklahoma State,@,Baylor,Big 12,60,
0,Jan,14,2015,Wed,8:00 pm/est,Texas Tech,@,Kansas State,Big 12,51,
0,Feb,7,2018,Wed,6:30 pm/est,Maryland,@,Penn State,Big Ten,70,
1,Feb,19,2015,Thu,11:00 pm/est,Utah,@,Oregon State,Pac-12,47,
1,Jan,4,2018,Thu,9:00 pm/est,Arizona,@,Utah,Pac-12,94,
0,Jan,31,2015,Sat,12:00 pm/est,Xavier,@,Seton Hall,Big East,82,
0,Jan,7,2017,Sat,2:30 pm/est,St. John's,@,Xavier (16),Big East,82,
1,Jan,16,2016,Sat,8:00 pm/est,Florida,@,Mississippi,SEC,80,
1,Feb,21,2018,Wed,6:30 pm/est,Seton Hall,@,Providence,Big East,89,
0,Feb,21,2015,Sat,7:00 pm/est,Auburn,@,Kentucky (1),SEC,75,
0,Jan,13,2018,Sat,2:00 pm/est,Syracuse,@,Florida State (23),ACC,90,2OT
1,Jan,29,2015,Thu,9:00 pm/est,Kentucky,@,Missouri,SEC,69,
0,Jan,27,2018,Sat,2:30 pm/est,St. John's,@,Butler,Big East,45,
1,Feb,17,2018,Sat,12:00 pm/est,Texas,@,Oklahoma (23),Big 12,77,
0,Feb,8,2017,Wed,7:00 pm/est,NC State,@,Florida State (14),ACC,71,
1,Feb,23,2016,Tue,8:00 pm/est,Kansas,@,Baylor (19),Big 12,66,
1,Mar,5,2016,Sat,12:00 pm/est,Clemson,@,Boston College,ACC,66,
1,Feb,7,2015,Sat,12:00 pm/est,Illinois,@,Michigan State,Big Ten,59,
1,Jan,3,2016,Sun,2:00 pm/est,Arizona,@,Arizona State,Pac-12,94,
0,Jan,12,2017,Thu,11:00 pm/est,Washington State,@,Stanford,Pac-12,54,
0,Dec,13,2014,Sat,8:00 pm/est,Florida State,@,Notre Dame (25),ACC,63,
1,Jan,6,2016,Wed,9:00 pm/est,Xavier,@,St. John's (NY),Big East,74,
0,Jan,24,2015,Sat,6:00 pm/est,USC,@,Oregon State,Pac-12,55,
0,Jan,11,2018,Thu,11:00 pm/est,California,@,Washington,Pac-12,56,
1,Jan,2,2016,Sat,12:00 pm/est,West Virginia,@,Kansas State,Big 12,87,2OT
1,Jan,10,2015,Sat,7:00 pm/est,Kansas State,@,Oklahoma (16),Big 12,66,OT
1,Feb,11,2017,Sat,2:00 pm/est,Penn State,@,Illinois,Big Ten,83,
0,Feb,9,2016,Tue,8:00 pm/est,Virginia Tech,@,Virginia (7),ACC,49,
0,Mar,4,2017,Sat,12:00 pm/est,Illinois,@,Rutgers,Big Ten,59,
1,Jan,12,2016,Tue,8:30 pm/est,Providence,@,Creighton,Big East,50,
0,Feb,27,2016,Sat,4:30 pm/est,UCLA,@,Stanford,Pac-12,70,
0,Jan,31,2018,Wed,8:00 pm/est,Syracuse,@,Georgia Tech,ACC,51,
0,Jan,31,2018,Wed,7:00 pm/est,Pittsburgh,@,Miami (FL),ACC,57,
0,Feb,8,2017,Wed,8:30 pm/est,Providence,@,Seton Hall,Big East,70,OT
0,Mar,3,2018,Sat,12:00 pm/est,St. John's,@,Providence,Big East,57,
0,Feb,10,2018,Sat,2:00 pm/est,Mississippi State,@,Missouri,SEC,85,OT
0,Jan,10,2015,Sat,3:00 pm/est,Texas Tech,@,Kansas (12),Big 12,54,
0,Jan,7,2015,Wed,7:00 pm/est,Purdue,@,Wisconsin (4),Big Ten,55,
0,Mar,7,2015,Sat,12:00 pm/est,Syracuse,@,North Carolina State,ACC,57,
0,Feb,28,2016,Sun,12:00 pm/est,Penn State,@,Michigan State (6),Big Ten,57,
1,Feb,17,2016,Wed,9:00 pm/est,Alabama,@,Louisiana State,SEC,76,
0,Feb,16,2016,Tue,9:00 pm/est,Mississippi,@,Texas A&M,SEC,56,
1,Feb,11,2018,Sun,7:00 pm/est,Penn State,@,Illinois,Big Ten,74,
1,Feb,6,2016,Sat,12:00 pm/est,Virginia,@,Pittsburgh,ACC,64,
0,Jan,29,2018,Mon,7:00 pm/est,Northwestern,@,Michigan (24),Big Ten,47,
1,Feb,20,2018,Tue,7:00 pm/est,West Virginia,@,Baylor,Big 12,71,
1,Feb,13,2017,Mon,9:00 pm/est,Villanova,@,DePaul,Big East,75,
1,Jan,17,2015,Sat,7:30 pm/est,Providence,@,Creighton,Big East,74,
0,Feb,25,2018,Sun,4:00 pm/est,UCLA,@,Colorado,Pac-12,76,
1,Feb,11,2017,Sat,2:30 pm/est,Villanova,@,Xavier (24),Big East,73,
1,Feb,15,2017,Wed,8:30 pm/est,Alabama,@,Missouri,SEC,57,
1,Feb,27,2018,Tue,9:00 pm/est,Miami,@,North Carolina (9),ACC,91,
1,Feb,2,2016,Tue,9:00 pm/est,Duke,@,Georgia Tech,ACC,80,
1,Jan,23,2018,Tue,9:00 pm/est,Northwestern,@,Minnesota,Big Ten,77,
0,Mar,3,2016,Thu,7:00 pm/est,Illinois,@,Maryland (14),Big Ten,55,
0,Jan,29,2015,Thu,10:00 pm/est,Utah,@,UCLA,Pac-12,59,
1,Dec,31,2016,Sat,2:00 pm/est,Florida State,@,Virginia (12),ACC,60,
1,Feb,17,2015,Tue,7:00 pm/est,Baylor,@,Texas Tech,Big 12,54,
1,Jan,22,2015,Thu,9:00 pm/est,Arizona,@,Stanford,Pac-12,89,
0,Feb,21,2018,Wed,7:00 pm/est,Texas Tech,@,Oklahoma State,Big 12,71,
1,Feb,5,2018,Mon,9:00 pm/est,West Virginia,@,Oklahoma (17),Big 12,75,
0,Feb,7,2018,Wed,9:00 pm/est,Iowa State,@,Texas Tech (7),Big 12,58,
0,Jan,16,2016,Sat,12:00 pm/est,NC State,@,North Carolina (5),ACC,55,
1,Feb,5,2015,Thu,7:00 pm/est,Auburn,@,Louisiana State,SEC,81,
1,Dec,28,2016,Wed,7:00 pm/est,Virginia,@,Louisville (6),ACC,61,
0,Jan,9,2016,Sat,9:30 pm/est,California,@,Oregon State,Pac-12,71,
1,Feb,3,2018,Sat,2:00 pm/est,Miami,@,Virginia Tech,ACC,84,
0,Mar,1,2017,Wed,9:00 pm/est,Texas,@,Texas Tech,Big 12,57,
0,Jan,24,2016,Sun,3:00 pm/est,USC,@,Oregon State,Pac-12,70,
0,Jan,6,2018,Sat,8:00 pm/est,Marquette,@,Villanova (3),Big East,90,
0,Feb,28,2015,Sat,7:00 pm/est,Northwestern,@,Illinois,Big Ten,60,
1,Jan,31,2015,Sat,2:00 pm/est,Butler,@,Marquette,Big East,72,OT
1,Mar,4,2017,Sat,12:00 pm/est,Villanova,@,Georgetown,Big East,81,
0,Feb,24,2015,Tue,7:00 pm/est,South Carolina,@,Alabama,SEC,51,
0,Mar,1,2016,Tue,7:00 pm/est,Tennessee,@,Vanderbilt,SEC,69,
1,Jan,31,2016,Sun,8:30 pm/est,Oregon,@,Arizona State,Pac-12,91,
0,Jan,31,2015,Sat,12:00 pm/est,Auburn,@,Tennessee,SEC,63,
0,Feb,7,2015,Sat,5:30 pm/est,Northwestern,@,Wisconsin (5),Big Ten,50,
0,Feb,9,2018,Fri,7:30 pm/est,Minnesota,@,Indiana,Big Ten,56,
0,Jan,24,2015,Sat,4:00 pm/est,Michigan State,@,Nebraska,Big Ten,77,
0,Jan,17,2015,Sat,12:00 pm/est,Rutgers,@,Minnesota,Big Ten,80,
0,Feb,22,2017,Wed,7:00 pm/est,Duke,@,Syracuse,ACC,75,
1,Jan,31,2018,Wed,8:30 pm/est,Mississippi State,@,South Carolina,SEC,81,
1,Feb,10,2016,Wed,8:15 pm/est,Baylor,@,Kansas State,Big 12,82,
0,Jan,6,2015,Tue,9:00 pm/est,Auburn,@,Vanderbilt,SEC,52,
0,Feb,3,2015,Tue,7:00 pm/est,St. John's,@,Butler (22),Big East,62,
0,Feb,13,2016,Sat,2:00 pm/est,Georgia Tech,@,Clemson,ACC,52,
1,Jan,23,2016,Sat,2:00 pm/est,Michigan,@,Nebraska,Big Ten,81,
0,Feb,25,2016,Thu,9:00 pm/est,Arizona State,@,Utah (22),Pac-12,46,
0,Jan,11,2017,Wed,9:00 pm/est,Michigan,@,Illinois,Big Ten,69,
0,Feb,27,2016,Sat,2:30 pm/est,South Carolina,@,Mississippi State,SEC,58,
1,Jan,3,2018,Wed,7:00 pm/est,Clemson,@,Boston College,ACC,74,
0,Feb,25,2017,Sat,4:00 pm/est,Purdue,@,Michigan,Big Ten,70,
1,Feb,1,2018,Thu,9:00 pm/est,Oregon,@,University of California,Pac-12,66,
0,Jan,10,2018,Wed,9:00 pm/est,Minnesota,@,Northwestern,Big Ten,60,
0,Feb,8,2018,Thu,7:00 pm/est,Georgia Tech,@,Louisville,ACC,54,
0,Dec,1,2017,Fri,9:00 pm/est,Illinois,@,Northwestern,Big Ten,68,OT
0,Jan,7,2015,Wed,11:00 pm/est,California,@,Southern California,Pac-12,57,
1,Mar,4,2017,Sat,12:00 pm/est,Kentucky,@,Texas A&M,SEC,71,
0,Feb,17,2017,Fri,10:00 pm/est,California,@,Stanford,Pac-12,68,
1,Feb,17,2018,Sat,12:00 pm/est,Virginia Tech,@,Georgia Tech,ACC,76,
0,Jan,6,2016,Wed,9:00 pm/est,Texas Tech,@,Iowa State (13),Big 12,69,
0,Feb,27,2018,Tue,9:00 pm/est,Oklahoma,@,Baylor,Big 12,64,
1,Jan,23,2016,Sat,4:00 pm/est,Pittsburgh,@,Florida State,ACC,74,
0,Jan,10,2018,Wed,9:00 pm/est,TCU,@,Texas,Big 12,98,2OT
0,Jan,20,2018,Sat,4:00 pm/est,Pittsburgh,@,Duke (5),ACC,54,
1,Feb,22,2015,Sun,8:30 pm/est,Washington,@,Washington State,Pac-12,87,
1,Feb,28,2015,Sat,2:00 pm/est,North Carolina,@,Miami (FL),ACC,73,
0,Jan,21,2016,Thu,9:00 pm/est,USC,@,Oregon,Pac-12,81,
1,Jan,10,2015,Sat,4:00 pm/est,Baylor,@,Texas Christian,Big 12,66,OT
1,Feb,4,2015,Wed,9:00 pm/est,Clemson,@,Florida State,ACC,62,
0,Feb,11,2018,Sun,4:00 pm/est,Stanford,@,Colorado,Pac-12,56,
1,Feb,18,2017,Sat,12:30 pm/est,Villanova,@,Seton Hall,Big East,92,
0,Dec,30,2017,Sat,6:00 pm/est,Texas A&M,@,Alabama,SEC,57,
0,Feb,3,2016,Wed,7:00 pm/est,Penn State,@,Iowa (5),Big Ten,49,
0,Feb,10,2018,Sat,6:00 pm/est,Iowa,@,Ohio State (14),Big Ten,64,
1,Mar,4,2017,Sat,2:00 pm/est,Xavier,@,DePaul,Big East,79,
1,Feb,27,2018,Tue,7:00 pm/est,Florida,@,Alabama,SEC,73,
0,Jan,11,2015,Sun,10:00 pm/est,Arizona,@,Oregon State,Pac-12,56,
0,Feb,25,2018,Sun,5:15 pm/est,Penn State,@,Nebraska,Big Ten,64,
0,Feb,22,2018,Thu,9:00 pm/est,UCLA,@,Utah,Pac-12,78,
1,Jan,2,2018,Tue,9:00 pm/est,Georgetown,@,DePaul,Big East,90,
0,Jan,12,2016,Tue,7:00 pm/est,Florida,@,Texas A&M (15),SEC,68,
1,Jan,29,2015,Thu,9:30 pm/est,Colorado,@,Southern California,Pac-12,98,3OT
0,Feb,10,2018,Sat,4:00 pm/est,Florida State,@,Notre Dame,ACC,69,
1,Jan,7,2015,Wed,7:00 pm/est,Florida,@,South Carolina,SEC,72,
0,Feb,25,2016,Thu,9:00 pm/est,UCLA,@,University of California,Pac-12,63,
1,Jan,14,2017,Sat,6:00 pm/est,Maryland,@,Illinois,Big Ten,62,
0,Jan,18,2017,Wed,9:00 pm/est,Georgia Tech,@,Virginia Tech,ACC,61,
0,Feb,14,2017,Tue,9:00 pm/est,Texas,@,Oklahoma,Big 12,66,
0,Feb,6,2016,Sat,2:00 pm/est,DePaul,@,Creighton,Big East,66,
0,Jan,31,2018,Wed,7:00 pm/est,Providence,@,Seton Hall,Big East,57,
0,Feb,23,2017,Thu,10:00 pm/est,USC,@,Arizona (4),Pac-12,77,
0,Jan,25,2017,Wed,11:00 pm/est,Washington,@,Arizona State,Pac-12,75,
0,Feb,15,2018,Thu,8:00 pm/est,Ohio State,@,Penn State,Big Ten,56,
0,Jan,23,2016,Sat,12:00 pm/est,Wake Forest,@,Miami (FL) (15),ACC,63,
0,Feb,25,2017,Sat,2:00 pm/est,Texas Tech,@,Oklahoma State,Big 12,63,
0,Jan,4,2015,Sun,7:00 pm/est,Arizona State,@,Arizona (8),Pac-12,49,
0,Jan,20,2018,Sat,2:00 pm/est,Texas,@,West Virginia (6),Big 12,51,
1,Feb,13,2018,Tue,6:30 pm/est,Georgetown,@,Butler,Big East,87,
0,Mar,2,2016,Wed,9:00 pm/est,Creighton,@,Providence,Big East,66,
1,Jan,24,2017,Tue,7:00 pm/est,Louisville,@,Pittsburgh,ACC,106,
0,Feb,17,2018,Sat,4:00 pm/est,Florida,@,Vanderbilt,SEC,68,
1,Feb,28,2015,Sat,12:00 pm/est,Louisville,@,Florida State,ACC,81,
0,Jan,12,2016,Tue,6:30 pm/est,DePaul,@,Xavier (7),Big East,64,
1,Jan,30,2016,Sat,8:00 pm/est,Seton Hall,@,Creighton,Big East,75,
0,Feb,17,2015,Tue,9:00 pm/est,Texas,@,Oklahoma (17),Big 12,69,
0,Mar,1,2015,Sun,7:30 pm/est,Purdue,@,Ohio State,Big Ten,61,
0,Jan,20,2015,Tue,9:00 pm/est,Iowa,@,Wisconsin (6),Big Ten,50,
0,Mar,5,2016,Sat,2:30 pm/est,Creighton,@,Xavier (5),Big East,93,
0,Jan,4,2017,Wed,8:00 pm/est,Iowa State,@,Baylor (2),Big 12,63,
1,Feb,7,2017,Tue,8:00 pm/est,Syracuse,@,Clemson,ACC,82,
0,Jan,16,2016,Sat,12:00 pm/est,St. John's,@,Butler (23),Big East,58,
0,Jan,17,2015,Sat,6:15 pm/est,West Virginia,@,Texas (20),Big 12,50,
0,Feb,25,2015,Wed,7:00 pm/est,Indiana,@,Northwestern,Big Ten,65,
0,Jan,6,2018,Sat,4:00 pm/est,Wake Forest,@,Boston College,ACC,71,
0,Jan,8,2017,Sun,8:00 pm/est,Wake Forest,@,Virginia (11),ACC,62,
0,Jan,13,2016,Wed,7:00 pm/est,Boston College,@,Syracuse,ACC,40,
0,Jan,31,2015,Sat,12:00 pm/est,Notre Dame,@,Pittsburgh,ACC,72,
0,Jan,10,2017,Tue,9:00 pm/est,Providence,@,DePaul,Big East,63,
1,Jan,31,2017,Tue,9:00 pm/est,Vanderbilt,@,Texas A&M,SEC,68,
0,Jan,7,2018,Sun,8:00 pm/est,Iowa,@,Maryland,Big Ten,73,
1,Feb,26,2015,Thu,9:00 pm/est,Arizona,@,Colorado,Pac-12,82,
1,Jan,17,2018,Wed,6:30 pm/est,Villanova,@,Georgetown,Big East,88,
0,Feb,28,2015,Sat,12:00 pm/est,NC State,@,Boston College,ACC,63,
0,Feb,21,2018,Wed,8:30 pm/est,St. John's,@,Marquette,Big East,73,
1,Dec,29,2016,Thu,9:00 pm/est,Florida,@,Arkansas,SEC,81,
0,Feb,7,2015,Sat,4:00 pm/est,Syracuse,@,Pittsburgh,ACC,77,
1,Jan,30,2015,Fri,8:00 pm/est,Oregon,@,Arizona State,Pac-12,68,OT
0,Jan,17,2018,Wed,8:00 pm/est,Texas Tech,@,Texas,Big 12,58,
1,Jan,21,2017,Sat,4:00 pm/est,Arizona,@,UCLA (3),Pac-12,96,
1,Feb,14,2015,Sat,2:00 pm/est,Auburn,@,Georgia,SEC,69,
0,Feb,4,2016,Thu,9:00 pm/est,Colorado,@,Oregon (16),Pac-12,56,
1,Jan,7,2015,Wed,9:00 pm/est,Duke,@,Wake Forest,ACC,73,
1,Jan,8,2015,Thu,7:00 pm/est,Michigan State,@,Iowa,Big Ten,75,
0,Jan,27,2018,Sat,6:00 pm/est,LSU,@,Auburn (19),SEC,70,
0,Jan,25,2015,Sun,1:30 pm/est,Indiana,@,Ohio State,Big Ten,70,
0,Jan,3,2016,Sun,3:00 pm/est,USC,@,Washington,Pac-12,85,
1,Dec,31,2016,Sat,11:00 am/est,Xavier,@,Georgetown,Big East,81,
1,Feb,25,2017,Sat,6:00 pm/est,Iowa,@,Maryland (24),Big Ten,83,
1,Jan,10,2018,Wed,7:00 pm/est,Duke,@,Pittsburgh,ACC,87,
1,Jan,24,2016,Sun,3:45 pm/est,Marquette,@,St. John's (NY),Big East,78,
0,Jan,11,2017,Wed,9:00 pm/est,Butler,@,Creighton (8),Big East,64,
0,Jan,22,2015,Thu,11:00 pm/est,USC,@,Oregon,Pac-12,67,
0,Jan,21,2017,Sat,12:00 pm/est,Syracuse,@,Notre Dame (15),ACC,66,
0,Jan,6,2018,Sat,2:00 pm/est,Arizona,@,Colorado,Pac-12,77,
0,Jan,24,2017,Tue,7:00 pm/est,Rutgers,@,Maryland (22),Big Ten,55,
0,Feb,21,2015,Sat,9:00 pm/est,UCLA,@,Arizona (7),Pac-12,47,
0,Jan,20,2018,Sat,2:00 pm/est,Penn State,@,Northwestern,Big Ten,61,
0,Mar,1,2015,Sun,6:30 pm/est,Pittsburgh,@,Wake Forest,ACC,66,
0,Jan,31,2015,Sat,4:00 pm/est,North Carolina,@,Louisville (10),ACC,68,OT
0,Mar,3,2018,Sat,2:00 pm/est,Boston College,@,Florida State,ACC,76,
1,Feb,7,2017,Tue,8:30 pm/est,Vanderbilt,@,Arkansas,SEC,72,
1,Feb,15,2018,Thu,9:00 pm/est,Utah,@,Washington,Pac-12,70,
0,Feb,21,2015,Sat,1:00 pm/est,Kansas State,@,Baylor (20),Big 12,42,
0,Jan,20,2018,Sat,6:00 pm/est,Baylor,@,Kansas (10),Big 12,67,
0,Jan,24,2015,Sat,8:30 pm/est,Auburn,@,Alabama,SEC,55,
0,Jan,7,2017,Sat,8:30 pm/est,Arkansas,@,Kentucky (6),SEC,71,
0,Mar,1,2015,Sun,4:00 pm/est,Michigan State,@,Wisconsin (5),Big Ten,61,
0,Jan,26,2016,Tue,7:00 pm/est,Mississippi State,@,South Carolina,SEC,74,
0,Jan,26,2015,Mon,9:00 pm/est,Texas,@,Iowa State (15),Big 12,86,
0,Jan,6,2018,Sat,12:00 pm/est,Pittsburgh,@,Virginia Tech,ACC,67,
0,Jan,30,2016,Sat,6:00 pm/est,Alabama,@,South Carolina,SEC,64,
0,Feb,11,2017,Sat,5:30 pm/est,Boston College,@,Georgia Tech,ACC,54,
1,Feb,28,2018,Wed,8:30 pm/est,Texas A&M,@,Georgia,SEC,61,
1,Feb,10,2018,Sat,6:15 pm/est,Virginia Tech,@,Virginia (2),ACC,61,OT
1,Feb,17,2015,Tue,9:00 pm/est,Michigan State,@,Michigan,Big Ten,80,
0,Mar,1,2018,Thu,11:00 pm/est,Oregon State,@,Washington,Pac-12,77,
1,Jan,27,2016,Wed,8:00 pm/est,Louisville,@,Virginia Tech,ACC,91,
0,Feb,3,2015,Tue,9:00 pm/est,Virginia Tech,@,Syracuse,ACC,70,
0,Feb,7,2015,Sat,2:00 pm/est,Georgetown,@,Villanova (7),Big East,53,
0,Feb,28,2018,Wed,6:30 pm/est,Providence,@,Xavier (3),Big East,74,
0,Jan,24,2015,Sat,12:00 pm/est,Iowa,@,Purdue,Big Ten,63,
0,Feb,18,2017,Sat,3:30 pm/est,LSU,@,Alabama,SEC,72,
0,Feb,8,2018,Thu,10:30 pm/est,Washington State,@,Oregon State,Pac-12,62,
1,Feb,17,2018,Sat,4:00 pm/est,Notre Dame,@,Boston College,ACC,84,
0,Jan,3,2015,Sat,2:00 pm/est,Providence,@,Marquette,Big East,66,
0,Feb,28,2015,Sat,8:30 pm/est,Auburn,@,Texas A&M,SEC,55,
1,Feb,7,2017,Tue,7:00 pm/est,Florida,@,Georgia,SEC,72,
0,Jan,30,2016,Sat,12:00 pm/est,Butler,@,Marquette,Big East,69,
1,Jan,14,2015,Wed,7:00 pm/est,St. John's,@,Providence,Big East,83,
1,Jan,11,2018,Thu,9:00 pm/est,Stanford,@,Washington State,Pac-12,79,
1,Mar,5,2016,Sat,8:00 pm/est,Iowa,@,Michigan,Big Ten,71,
0,Jan,2,2016,Sat,4:00 pm/est,Baylor,@,Kansas (2),Big 12,74,
0,Feb,28,2015,Sat,12:00 pm/est,Georgetown,@,St. John's (NY),Big East,70,
0,Feb,1,2018,Thu,6:30 pm/est,Creighton,@,Villanova (1),Big East,78,
0,Jan,14,2015,Wed,9:00 pm/est,Xavier,@,Villanova (5),Big East,75,
0,Jan,26,2016,Tue,7:00 pm/est,Kansas State,@,West Virginia (9),Big 12,55,
0,Feb,10,2018,Sat,7:00 pm/est,UCLA,@,Arizona State,Pac-12,79,
1,Jan,23,2016,Sat,8:30 pm/est,Illinois,@,Minnesota,Big Ten,76,OT
0,Jan,6,2015,Tue,7:00 pm/est,Virginia Tech,@,Florida State,ACC,75,
0,Feb,15,2017,Wed,8:00 pm/est,Georgia Tech,@,Miami (FL),ACC,61,
0,Feb,24,2018,Sat,3:30 pm/est,South Carolina,@,Mississippi State,SEC,68,OT
0,Jan,4,2015,Sun,10:00 pm/est,Washington,@,Stanford,Pac-12,60,OT
0,Jan,26,2017,Thu,8:00 pm/est,Virginia Tech,@,North Carolina (9),ACC,72,
0,Feb,29,2016,Mon,7:00 pm/est,Syracuse,@,North Carolina (8),ACC,70,
0,Feb,27,2016,Sat,4:00 pm/est,Notre Dame,@,Florida State,ACC,56,
0,Feb,3,2018,Sat,12:00 pm/est,Notre Dame,@,North Carolina State,ACC,58,
0,Dec,30,2016,Fri,10:00 pm/est,USC,@,Oregon (21),Pac-12,61,
0,Jan,18,2015,Sun,2:30 pm/est,St. John's,@,DePaul,Big East,67,OT
1,Jan,17,2015,Sat,1:30 pm/est,NC State,@,Florida State,ACC,72,
1,Mar,7,2015,Sat,9:00 pm/est,Vanderbilt,@,Mississippi,SEC,86,
1,Jan,31,2017,Tue,9:00 pm/est,Georgetown,@,DePaul,Big East,76,
1,Jan,17,2015,Sat,9:30 pm/est,Mississippi,@,Arkansas (19),SEC,96,
0,Feb,3,2015,Tue,8:00 pm/est,West Virginia,@,Oklahoma (21),Big 12,52,
1,Feb,14,2017,Tue,7:00 pm/est,Notre Dame,@,Boston College,ACC,84,
0,Feb,3,2018,Sat,2:00 pm/est,South Carolina,@,Texas A&M,SEC,60,
1,Feb,7,2018,Wed,8:00 pm/est,Kansas State,@,Texas,Big 12,67,
1,Feb,20,2016,Sat,2:00 pm/est,Baylor,@,Texas (24),Big 12,78,
0,Mar,3,2018,Sat,4:00 pm/est,TCU,@,Texas Tech (12),Big 12,75,
1,Dec,2,2017,Sat,5:00 pm/est,Ohio State,@,Wisconsin,Big Ten,83,
0,Jan,9,2016,Sat,3:30 pm/est,Mississippi State,@,Arkansas,SEC,68,
0,Jan,28,2017,Sat,1:00 pm/est,North Carolina,@,Miami (FL),ACC,62,
1,Jan,14,2015,Wed,9:00 pm/est,Georgia,@,Vanderbilt,SEC,70,
0,Feb,11,2017,Sat,6:00 pm/est,Florida State,@,Notre Dame,ACC,72,
0,Jan,14,2017,Sat,8:00 pm/est,Washington,@,Stanford,Pac-12,69,
0,Feb,6,2018,Tue,7:00 pm/est,Alabama,@,Mississippi State,SEC,63,
0,Feb,6,2016,Sat,7:00 pm/est,North Carolina,@,Notre Dame,ACC,76,
0,Feb,16,2016,Tue,9:00 pm/est,Iowa State,@,Baylor (25),Big 12,91,OT
0,Feb,4,2017,Sat,4:00 pm/est,Arizona,@,Oregon (13),Pac-12,58,
0,Jan,31,2017,Tue,7:00 pm/est,Mississippi State,@,Mississippi,SEC,61,
